"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"1600000US4840204","La Feria city, Texas","6894","null","24","null",
"1600000US4840210","La Feria North CDP, Texas","219","null","132","null",
"1600000US4840258","Lago CDP, Texas","86","null","92","null",
"1600000US4840262","Lago Vista CDP, Texas","91","null","100","null",
"1600000US4840264","Lago Vista city, Texas","8769","null","38","null",
"1600000US4840276","La Grange city, Texas","4407","null","34","null",
"1600000US4840288","La Grulla city, Texas","1402","null","417","null",
"1600000US4840300","Laguna Heights CDP, Texas","1521","null","602","null",
"1600000US4840312","Laguna Park CDP, Texas","1520","null","367","null",
"1600000US4840320","Laguna Seca CDP, Texas","239","null","101","null",
"1600000US4840336","Laguna Vista town, Texas","3506","null","24","null",
"1600000US4840342","La Homa CDP, Texas","11924","null","1409","null",
"1600000US4840384","La Joya city, Texas","4486","null","14","null",
"1600000US4840450","Lake Bridgeport city, Texas","275","null","93","null",
"1600000US4840456","Lake Brownwood CDP, Texas","1595","null","325","null",
"1600000US4840462","Lake Bryan CDP, Texas","1555","null","382","null",
"1600000US4840468","Lake Cherokee CDP, Texas","3336","null","584","null",
"1600000US4840472","Lake City town, Texas","695","null","251","null",
"1600000US4840475","Lake Colorado City CDP, Texas","752","null","315","null",
"1600000US4840516","Lake Dallas city, Texas","7594","null","29","null",
"1600000US4840522","Lake Dunlap CDP, Texas","1412","null","506","null",
"1600000US4840576","Lakehills CDP, Texas","5499","null","826","null",
"1600000US4840588","Lake Jackson city, Texas","28008","null","63","null",
"1600000US4840624","Lake Kiowa CDP, Texas","2409","null","515","null",
"1600000US4840674","Lake Medina Shores CDP, Texas","696","null","289","null",
"1600000US4840676","Lake Meredith Estates CDP, Texas","173","null","117","null",
"1600000US4840696","Lakeport city, Texas","1389","null","346","null",
"1600000US4840714","Lakeshore Gardens-Hidden Acres CDP, Texas","337","null","125","null",
"1600000US4840738","Lakeside town (San Patricio County), Texas","359","null","113","null",
"1600000US4840744","Lakeside town (Tarrant County), Texas","1676","null","295","null",
"1600000US4840756","Lakeside City town, Texas","935","null","187","null",
"1600000US4840804","Lake Tanglewood village, Texas","654","null","120","null",
"1600000US4840888","Lakeview town, Texas","50","null","34","null",
"1600000US4840966","Lake View CDP, Texas","176","null","119","null",
"1600000US4840984","Lakeway city, Texas","18471","null","98","null",
"1600000US4841050","Lakewood Village city, Texas","614","null","175","null",
"1600000US4841056","Lake Worth city, Texas","4710","null","25","null",
"1600000US4841086","La Loma de Falcon CDP, Texas","0","null","14","null",
"1600000US4841092","Lamar CDP, Texas","1328","null","653","null",
"1600000US4841116","La Marque city, Texas","18065","null","42","null",
"1600000US4841164","Lamesa city, Texas","8685","null","21","null",
"1600000US4841170","La Minita CDP, Texas","81","null","106","null",
"1600000US4841176","Lamkin CDP, Texas","17","null","16","null",
"1600000US4841180","La Moca Ranch CDP, Texas","44","null","33","null",
"1600000US4841188","Lampasas city, Texas","7221","null","50","null",
"1600000US4841212","Lancaster city, Texas","41057","null","52","null",
"1600000US4841404","Lantana CDP, Texas","11559","null","1873","null",
"1600000US4841416","La Paloma CDP, Texas","3138","null","968","null",
"1600000US4841420","La Paloma Addition CDP, Texas","298","null","227","null",
"1600000US4841422","La Paloma-Lost Creek CDP, Texas","670","null","403","null",
"1600000US4841424","La Paloma Ranchettes CDP, Texas","31","null","35","null",
"1600000US4841440","La Porte city, Texas","35566","null","46","null",
"1600000US4841449","La Presa CDP, Texas","203","null","139","null",
"1600000US4841452","La Pryor CDP, Texas","973","null","312","null",
"1600000US4841458","La Puerta CDP, Texas","669","null","434","null",
"1600000US4841464","Laredo city, Texas","254697","null","26","null",
"1600000US4841473","Laredo Ranchettes CDP, Texas","0","null","14","null",
"1600000US4841475","Laredo Ranchettes West CDP, Texas","0","null","14","null",
"1600000US4841503","La Rosita CDP, Texas","100","null","147","null",
"1600000US4841542","Lasana CDP, Texas","83","null","60","null",
"1600000US4841548","Lasara CDP, Texas","857","null","266","null",
"1600000US4841565","Las Haciendas CDP, Texas","0","null","14","null",
"1600000US4841566","Las Lomas CDP, Texas","1882","null","546","null",
"1600000US4841569","Las Lomitas CDP, Texas","90","null","83","null",
"1600000US4841579","Las Palmas CDP, Texas","47","null","41","null",
"1600000US4841580","Las Palmas II CDP, Texas","1128","null","694","null",
"1600000US4841582","Las Pilas CDP, Texas","0","null","14","null",
"1600000US4841583","Las Quintas Fronterizas CDP, Texas","1062","null","731","null",
"1600000US4841644","Latexo city, Texas","372","null","133","null",
"1600000US4841660","La Tina Ranch CDP, Texas","844","null","224","null",
"1600000US4841704","Laughlin AFB CDP, Texas","1989","null","374","null",
"1600000US4841728","Laureles CDP, Texas","3691","null","1091","null",
"1600000US4841764","La Vernia city, Texas","1000","null","244","null",
"1600000US4841782","La Victoria CDP, Texas","188","null","137","null",
"1600000US4841788","La Villa city, Texas","2646","null","15","null",
"1600000US4841800","Lavon city, Texas","4412","null","40","null",
"1600000US4841848","La Ward city, Texas","311","null","168","null",
"1600000US4841872","Lawn town, Texas","411","null","166","null",
"1600000US4841980","League City city, Texas","111847","null","53","null",
"1600000US4842004","Leakey city, Texas","445","null","157","null",
"1600000US4842016","Leander city, Texas","57696","null","50","null",
"1600000US4842028","Leary city, Texas","623","null","198","null",
"1600000US4842148","Lefors town, Texas","549","null","144","null",
"1600000US4842244","Lelia Lake CDP, Texas","55","null","29","null",
"1600000US4842256","Leming CDP, Texas","549","null","288","null",
"1600000US4842340","Leona city, Texas","309","null","231","null",
"1600000US4842352","Leonard city, Texas","2452","null","372","null",
"1600000US4842388","Leon Valley city, Texas","11503","null","39","null",
"1600000US4842400","Leroy city, Texas","460","null","180","null",
"1600000US4842448","Levelland city, Texas","12854","null","394","null",
"1600000US4842508","Lewisville city, Texas","110077","null","461","null",
"1600000US4842532","Lexington town, Texas","1303","null","330","null",
"1600000US4842568","Liberty city, Texas","8227","null","28","null",
"1600000US4842616","Liberty City CDP, Texas","2160","null","534","null",
"1600000US4842664","Liberty Hill city, Texas","4017","null","19","null",
"1600000US4842820","Lindale city, Texas","6000","null","21","null",
"1600000US4842844","Linden city, Texas","1791","null","357","null",
"1600000US4842868","Lindsay city, Texas","1233","null","257","null",
"1600000US4842874","Lindsay CDP, Texas","905","null","351","null",
"1600000US4842880","Lingleville CDP, Texas","269","null","283","null",
"1600000US4842916","Linn CDP, Texas","613","null","288","null",
"1600000US4842940","Lipan city, Texas","475","null","135","null",
"1600000US4842952","Lipscomb CDP, Texas","34","null","19","null",
"1600000US4843000","Little Cypress CDP, Texas","2173","null","543","null",
"1600000US4843012","Little Elm city, Texas","45124","null","52","null",
"1600000US4843024","Littlefield city, Texas","5991","null","35","null",
"1600000US4843066","Little River-Academy city, Texas","2242","null","446","null",
"1600000US4843096","Live Oak city, Texas","15554","null","44","null",
"1600000US4843120","Liverpool city, Texas","531","null","159","null",
"1600000US4843132","Livingston town, Texas","5597","null","24","null",
"1600000US4843144","Llano city, Texas","3301","null","30","null",
"1600000US4843150","Llano Grande CDP, Texas","2103","null","618","null",
"1600000US4843216","Lockett CDP, Texas","357","null","231","null",
"1600000US4843240","Lockhart city, Texas","14480","null","28","null",
"1600000US4843252","Lockney town, Texas","1587","null","229","null",
"1600000US4843354","Log Cabin city, Texas","910","null","286","null",
"1600000US4843432","Lolita CDP, Texas","715","null","381","null",
"1600000US4843458","Loma Grande CDP, Texas","165","null","178","null",
"1600000US4843460","Loma Linda CDP, Texas","125","null","122","null",
"1600000US4843462","Loma Linda East CDP (Jim Wells County), Texas","23","null","37","null",
"1600000US4843463","Loma Linda East CDP (Starr County), Texas","0","null","14","null",
"1600000US4843465","Loma Linda West CDP, Texas","96","null","123","null",
"1600000US4843474","Loma Vista CDP, Texas","37","null","62","null",
"1600000US4843516","Lometa city, Texas","672","null","251","null",
"1600000US4843636","Lone Oak city, Texas","591","null","163","null",
"1600000US4843684","Lone Star city, Texas","1798","null","529","null",
"1600000US4843822","Longoria CDP, Texas","58","null","88","null",
"1600000US4843888","Longview city, Texas","81967","null","497","null",
"1600000US4843948","Loop CDP, Texas","190","null","111","null",
"1600000US4843960","Lopeño CDP, Texas","42","null","72","null",
"1600000US4843972","Lopezville CDP, Texas","1683","null","721","null",
"1600000US4843996","Loraine town, Texas","588","null","283","null",
"1600000US4844020","Lorena city, Texas","1931","null","360","null",
"1600000US4844032","Lorenzo city, Texas","1020","null","191","null",
"1600000US4844038","Los Altos CDP, Texas","113","null","134","null",
"1600000US4844044","Los Alvarez CDP, Texas","190","null","214","null",
"1600000US4844062","Los Angeles CDP, Texas","366","null","375","null",
"1600000US4844072","Los Arcos CDP, Texas","35","null","41","null",
"1600000US4844075","Los Arrieros CDP, Texas","0","null","14","null",
"1600000US4844076","Los Barreras CDP, Texas","408","null","208","null",
"1600000US4844077","Los Centenarios CDP, Texas","0","null","14","null",
"1600000US4844079","Los Corralitos CDP, Texas","0","null","14","null",
"1600000US4844104","Los Ebanos CDP (Hidalgo County), Texas","42","null","67","null",
"1600000US4844110","Los Ebanos CDP (Starr County), Texas","666","null","465","null",
"1600000US4844116","Los Fresnos city, Texas","8023","null","21","null",
"1600000US4844120","Los Fresnos CDP, Texas","218","null","224","null",
"1600000US4844123","Los Huisaches CDP, Texas","38","null","60","null",
"1600000US4844128","Los Indios town, Texas","829","null","358","null",
"1600000US4844142","Los Lobos CDP, Texas","0","null","14","null",
"1600000US4844145","Los Minerales CDP, Texas","0","null","14","null",
"1600000US4844146","Los Nopalitos CDP, Texas","0","null","14","null",
"1600000US4844162","Lost Creek CDP, Texas","1157","null","328","null",
"1600000US4844167","Los Veteranos I CDP, Texas","42","null","69","null",
"1600000US4844168","Los Veteranos II CDP, Texas","25","null","22","null",
"1600000US4844170","Los Ybanez city, Texas","12","null","19","null",
"1600000US4844176","Lott city, Texas","842","null","252","null",
"1600000US4844212","Louise CDP, Texas","1061","null","405","null",
"1600000US4844260","Lovelady city, Texas","613","null","191","null",
"1600000US4844284","Loving CDP, Texas","95","null","68","null",
"1600000US4844308","Lowry Crossing city, Texas","1877","null","295","null",
"1600000US4844344","Lozano CDP, Texas","0","null","14","null",
"1600000US4845000","Lubbock city, Texas","255537","null","60","null",
"1600000US4845012","Lucas city, Texas","7437","null","38","null",
"1600000US4845048","Lueders city, Texas","266","null","196","null",
"1600000US4845072","Lufkin city, Texas","34264","null","34","null",
"1600000US4845096","Luling city, Texas","5411","null","23","null",
"1600000US4845120","Lumberton city, Texas","13447","null","72","null",
"1600000US4845228","Lyford city, Texas","2494","null","466","null",
"1600000US4845276","Lyons CDP, Texas","505","null","271","null",
"1600000US4845288","Lytle city, Texas","2192","null","492","null",
"1600000US4845324","Mabank town, Texas","3468","null","324","null",
"1600000US4845384","McAllen city, Texas","141941","null","61","null",
"1600000US4845432","McCamey city, Texas","1718","null","232","null",
"1600000US4845444","McCaulley CDP, Texas","36","null","39","null",
"1600000US4845564","McDade CDP, Texas","1376","null","679","null",
"1600000US4845576","Macdona CDP, Texas","466","null","156","null",
"1600000US4845672","McGregor city, Texas","5345","null","18","null",
"1600000US4845744","McKinney city, Texas","189394","null","57","null",
"1600000US4845750","McKinney Acres CDP, Texas","842","null","351","null",
"1600000US4845780","McLean town, Texas","1076","null","259","null",
"1600000US4845804","McLendon-Chisholm city, Texas","3437","null","31","null",
"1600000US4845816","McLeod CDP, Texas","305","null","267","null",
"1600000US4845948","McQueeney CDP, Texas","2536","null","836","null",
"1600000US4845996","Madisonville city, Texas","4495","null","15","null",
"1600000US4846056","Magnolia city, Texas","2303","null","37","null",
"1600000US4846080","Magnolia Beach CDP, Texas","108","null","71","null",
"1600000US4846224","Malakoff city, Texas","2479","null","412","null",
"1600000US4846260","Malone town, Texas","413","null","155","null",
"1600000US4846308","Manchaca CDP, Texas","1685","null","611","null",
"1600000US4846440","Manor city, Texas","13928","null","52","null",
"1600000US4846452","Mansfield city, Texas","71375","null","322","null",
"1600000US4846492","Manuel Garcia CDP, Texas","282","null","351","null",
"1600000US4846494","Manuel Garcia II CDP, Texas","0","null","14","null",
"1600000US4846500","Manvel city, Texas","10139","null","47","null",
"1600000US4846572","Marathon CDP, Texas","427","null","174","null",
"1600000US4846584","Marble Falls city, Texas","6892","null","19","null",
"1600000US4846620","Marfa city, Texas","1838","null","371","null",
"1600000US4846668","Marietta town, Texas","85","null","41","null",
"1600000US4846692","Marion city, Texas","1084","null","260","null",
"1600000US4846716","Markham CDP, Texas","983","null","379","null",
"1600000US4846740","Marlin city, Texas","5512","null","26","null",
"1600000US4846752","Marquez city, Texas","242","null","142","null",
"1600000US4846776","Marshall city, Texas","22862","null","46","null",
"1600000US4846824","Mart city, Texas","2144","null","250","null",
"1600000US4846848","Martindale city, Texas","1081","null","297","null",
"1600000US4846854","Martinez CDP, Texas","0","null","14","null",
"1600000US4846968","Mason city, Texas","2138","null","311","null",
"1600000US4847004","Matador town, Texas","795","null","144","null",
"1600000US4847016","Matagorda CDP, Texas","431","null","177","null",
"1600000US4847040","Mathis city, Texas","4413","null","17","null",
"1600000US4847088","Maud city, Texas","1124","null","276","null",
"1600000US4847100","Mauriceville CDP, Texas","2597","null","428","null",
"1600000US4847172","May CDP, Texas","226","null","146","null",
"1600000US4847268","Maypearl city, Texas","1056","null","295","null",
"1600000US4847316","Meadow town, Texas","927","null","269","null",
"1600000US4847330","Meadowlakes city, Texas","1991","null","400","null",
"1600000US4847337","Meadows Place city, Texas","4755","null","19","null",
"1600000US4847406","Medina CDP, Texas","5004","null","904","null",
"1600000US4847460","Megargel town, Texas","226","null","106","null",
"1600000US4847496","Melissa city, Texas","13671","null","21","null",
"1600000US4847568","Melvin town, Texas","199","null","98","null",
"1600000US4847616","Memphis city, Texas","2208","null","146","null",
"1600000US4847628","Menard city, Texas","1336","null","199","null",
"1600000US4847676","Mentone CDP, Texas","8","null","8","null",
"1600000US4847700","Mercedes city, Texas","16274","null","32","null",
"1600000US4847760","Meridian city, Texas","1706","null","368","null",
"1600000US4847796","Merkel town, Texas","2290","null","515","null",
"1600000US4847820","Mertens town, Texas","88","null","42","null",
"1600000US4847832","Mertzon city, Texas","1009","null","203","null",
"1600000US4847892","Mesquite city, Texas","149848","null","224","null",
"1600000US4847898","Mesquite CDP, Texas","181","null","186","null",
"1600000US4847916","Mexia city, Texas","6946","null","24","null",
"1600000US4847988","Miami city, Texas","424","null","81","null",
"1600000US4848048","Midfield CDP, Texas","58","null","76","null",
"1600000US4848072","Midland city, Texas","130765","null","39","null",
"1600000US4848096","Midlothian city, Texas","33914","null","63","null",
"1600000US4848180","Midway city, Texas","270","null","114","null",
"1600000US4848272","Midway North CDP, Texas","3573","null","835","null",
"1600000US4848280","Midway South CDP, Texas","2563","null","713","null",
"1600000US4848315","Miguel Barrera CDP, Texas","137","null","167","null",
"1600000US4848318","Mikes CDP, Texas","1394","null","526","null",
"1600000US4848320","Mila Doce CDP, Texas","7047","null","1500","null",
"1600000US4848324","Milam CDP, Texas","1697","null","400","null",
"1600000US4848336","Milano city, Texas","573","null","175","null",
"1600000US4848372","Mildred town, Texas","311","null","91","null",
"1600000US4848396","Miles city, Texas","1164","null","216","null",
"1600000US4848408","Milford town, Texas","896","null","251","null",
"1600000US4848478","Miller's Cove town, Texas","118","null","91","null",
"1600000US4848564","Millsap town, Texas","396","null","121","null",
"1600000US4848648","Mineola city, Texas","4829","null","36","null",
"1600000US4848684","Mineral Wells city, Texas","14925","null","133","null",
"1600000US4848720","Mingus city, Texas","302","null","93","null",
"1600000US4848750","Mi Ranchito Estate CDP, Texas","921","null","706","null",
"1600000US4848756","Mirando City CDP, Texas","189","null","91","null",
"1600000US4848768","Mission city, Texas","85311","null","36","null",
"1600000US4848772","Mission Bend CDP, Texas","38772","null","2412","null",
"1600000US4848804","Missouri City city, Texas","73682","null","56","null",
"1600000US4848852","Mobeetie city, Texas","88","null","38","null",
"1600000US4848858","Mobile City city, Texas","279","null","226","null",
"1600000US4848936","Monahans city, Texas","7614","null","27","null",
"1600000US4849032","Montague CDP, Texas","248","null","86","null",
"1600000US4849068","Mont Belvieu city, Texas","7339","null","33","null",
"1600000US4849080","Monte Alto CDP, Texas","2136","null","595","null",
"1600000US4849128","Montgomery city, Texas","1617","null","512","null",
"1600000US4849200","Moody city, Texas","1385","null","367","null",
"1600000US4849224","Moore CDP, Texas","122","null","123","null",
"1600000US4849272","Moore Station city, Texas","144","null","72","null",
"1600000US4849300","Moraida CDP, Texas","0","null","14","null",
"1600000US4849314","Morales-Sanchez CDP, Texas","0","null","14","null",
"1600000US4849320","Moran city, Texas","164","null","96","null",
"1600000US4849356","Morgan city, Texas","439","null","152","null",
"1600000US4849359","Morgan Farm CDP, Texas","370","null","226","null",
"1600000US4849380","Morgan's Point city, Texas","260","null","88","null",
"1600000US4849392","Morgan's Point Resort city, Texas","4586","null","21","null",
"1600000US4849411","Morning Glory CDP, Texas","494","null","258","null",
"1600000US4849440","Morse CDP, Texas","251","null","175","null",
"1600000US4849464","Morton city, Texas","1579","null","152","null",
"1600000US4849512","Mosheim CDP, Texas","18","null","22","null",
"1600000US4849560","Moulton town, Texas","889","null","238","null",
"1600000US4849572","Mound CDP, Texas","214","null","177","null",
"1600000US4849600","Mountain City city, Texas","633","null","179","null",
"1600000US4849692","Mount Calm city, Texas","419","null","142","null",
"1600000US4849728","Mount Enterprise city, Texas","351","null","110","null",
"1600000US4849800","Mount Pleasant city, Texas","16067","null","32","null",
"1600000US4849860","Mount Vernon town, Texas","3012","null","551","null",
"1600000US4849932","Muenster city, Texas","1201","null","208","null",
"1600000US4849968","Muleshoe city, Texas","5781","null","419","null",
"1600000US4849992","Mullin town, Texas","184","null","96","null",
"1600000US4850040","Munday city, Texas","1260","null","187","null",
"1600000US4850058","Muniz CDP, Texas","1070","null","811","null",
"1600000US4850076","Murchison city, Texas","426","null","143","null",
"1600000US4850092","Murillo CDP, Texas","8989","null","2264","null",
"1600000US4850100","Murphy city, Texas","20655","null","33","null",
"1600000US4850184","Mustang town, Texas","0","null","14","null",
"1600000US4850200","Mustang Ridge city, Texas","1302","null","531","null",
"1600000US4850220","Myra CDP, Texas","382","null","233","null",
"1600000US4850232","Myrtle Springs CDP, Texas","549","null","274","null",
"1600000US4850256","Nacogdoches city, Texas","32347","null","30","null",
"1600000US4850268","Nada CDP, Texas","262","null","143","null",
"1600000US4850316","Naples city, Texas","1639","null","399","null",
"1600000US4850322","Narciso Pena CDP, Texas","0","null","14","null",
"1600000US4850352","Nash city, Texas","3714","null","23","null",
"1600000US4850376","Nassau Bay city, Texas","5191","null","16","null",
"1600000US4850400","Natalia city, Texas","1075","null","339","null",
"1600000US4850448","Navarro town, Texas","179","null","67","null",
"1600000US4850472","Navasota city, Texas","7614","null","55","null",
"1600000US4850496","Nazareth city, Texas","271","null","112","null",
"1600000US4850544","Neches CDP, Texas","190","null","139","null",
"1600000US4850580","Nederland city, Texas","18502","null","39","null",
"1600000US4850628","Needville city, Texas","3059","null","30","null",
"1600000US4850724","Nesbitt town, Texas","179","null","101","null",
"1600000US4850742","Netos CDP, Texas","0","null","14","null",
"1600000US4850760","Nevada city, Texas","1180","null","225","null",
"1600000US4850772","Newark city, Texas","1100","null","227","null",
"1600000US4850796","New Berlin city, Texas","828","null","219","null",
"1600000US4850808","New Boston city, Texas","4631","null","16","null",
"1600000US4850820","New Braunfels city, Texas","87549","null","86","null",
"1600000US4850868","Newcastle city, Texas","677","null","209","null",
"1600000US4850876","New Chapel Hill city, Texas","758","null","225","null",
"1600000US4850916","New Deal town, Texas","1227","null","406","null",
"1600000US4850920","New Fairview city, Texas","1457","null","436","null",
"1600000US4850924","New Falcon CDP, Texas","0","null","14","null",
"1600000US4851012","New Home city, Texas","496","null","134","null",
"1600000US4851036","New Hope town, Texas","938","null","234","null",
"1600000US4851168","New London city, Texas","1188","null","330","null",
"1600000US4851336","New Summerfield city, Texas","626","null","179","null",
"1600000US4851372","Newton city, Texas","2042","null","414","null",
"1600000US4851384","New Ulm CDP, Texas","391","null","216","null",
"1600000US4851396","New Waverly city, Texas","1214","null","515","null",
"1600000US4851444","Neylandville town, Texas","203","null","228","null",
"1600000US4851492","Niederwald city, Texas","762","null","327","null",
"1600000US4851552","Nina CDP, Texas","623","null","619","null",
"1600000US4851588","Nixon city, Texas","2574","null","468","null",
"1600000US4851648","Nocona city, Texas","2998","null","22","null",
"1600000US4851654","Nocona Hills CDP, Texas","578","null","147","null",
"1600000US4851708","Nolanville city, Texas","5817","null","17","null",
"1600000US4851720","Nome city, Texas","452","null","166","null",
"1600000US4851756","Noonday city, Texas","488","null","141","null",
"1600000US4851792","Nordheim city, Texas","464","null","147","null",
"1600000US4851828","Normandy CDP, Texas","39","null","66","null",
"1600000US4851840","Normangee town, Texas","835","null","360","null",
"1600000US4851852","Normanna CDP, Texas","80","null","86","null",
"1600000US4851900","North Alamo CDP, Texas","4080","null","1307","null",
"1600000US4851984","North Cleveland city, Texas","251","null","105","null",
"1600000US4852068","North Escobares CDP, Texas","174","null","182","null",
"1600000US4852212","Northlake town, Texas","5294","null","21","null",
"1600000US4852302","North Pearsall CDP, Texas","1022","null","617","null",
"1600000US4852356","North Richland Hills city, Texas","69817","null","75","null",
"1600000US4852404","North San Pedro CDP, Texas","752","null","426","null",
"1600000US4852668","Novice city, Texas","114","null","64","null",
"1600000US4852902","Oak Grove town, Texas","721","null","238","null",
"1600000US4852992","Oakhurst CDP, Texas","21","null","37","null",
"1600000US4853004","Oak Island CDP, Texas","374","null","275","null",
"1600000US4853115","Oak Leaf city, Texas","1782","null","399","null",
"1600000US4853130","Oak Point city, Texas","4550","null","25","null",
"1600000US4853154","Oak Ridge town (Cooke County), Texas","293","null","146","null",
"1600000US4853160","Oak Ridge town (Kaufman County), Texas","668","null","204","null",
"1600000US4853190","Oak Ridge North city, Texas","3043","null","21","null",
"1600000US4853212","Oak Trail Shores CDP, Texas","2778","null","417","null",
"1600000US4853217","Oak Valley town, Texas","425","null","120","null",
"1600000US4853232","Oakwood town, Texas","688","null","266","null",
"1600000US4853304","O'Brien city, Texas","95","null","52","null",
"1600000US4853376","Odem city, Texas","1965","null","388","null",
"1600000US4853388","Odessa city, Texas","112640","null","49","null",
"1600000US4853436","O'Donnell city, Texas","804","null","174","null",
"1600000US4853520","Oglesby city, Texas","563","null","148","null",
"1600000US4853556","Oilton CDP, Texas","108","null","85","null",
"1600000US4853616","Oklaunion CDP, Texas","77","null","65","null",
"1600000US4853824","Old River-Winfree city, Texas","1796","null","576","null",
"1600000US4853934","Olivarez CDP, Texas","7213","null","3178","null",
"1600000US4853946","Olivia Lopez de Gutierrez CDP, Texas","570","null","776","null",
"1600000US4853964","Olmito CDP, Texas","901","null","308","null",
"1600000US4853970","Olmito and Olmito CDP, Texas","337","null","289","null",
"1600000US4853988","Olmos Park city, Texas","2432","null","385","null",
"1600000US4854000","Olney city, Texas","3021","null","39","null",
"1600000US4854012","Olton city, Texas","1861","null","283","null",
"1600000US4854024","Omaha city, Texas","1047","null","292","null",
"1600000US4854048","Onalaska city, Texas","2980","null","14","null",
"1600000US4854075","Opdyke West town, Texas","232","null","80","null",
"1600000US4854132","Orange city, Texas","19329","null","34","null",
"1600000US4854168","Orange Grove city, Texas","1156","null","370","null",
"1600000US4854186","Orason CDP, Texas","557","null","561","null",
"1600000US4854192","Orchard city, Texas","219","null","100","null",
"1600000US4854216","Ore City city, Texas","1085","null","330","null",
"1600000US4854432","Overton city, Texas","3023","null","619","null",
"1600000US4854444","Ovilla city, Texas","4120","null","170","null",
"1600000US4854509","Owl Ranch CDP, Texas","196","null","315","null",
"1600000US4854528","Oyster Creek city, Texas","1179","null","265","null",
"1600000US4854552","Ozona CDP, Texas","2343","null","336","null",
"1600000US4854558","Pablo Pena CDP, Texas","362","null","431","null",
"1600000US4854600","Paducah town, Texas","1116","null","200","null",
"1600000US4854624","Paige CDP, Texas","142","null","160","null",
"1600000US4854636","Paint Rock town, Texas","342","null","124","null",
"1600000US4854666","Paisano Park CDP, Texas","41","null","56","null",
"1600000US4854684","Palacios city, Texas","4446","null","15","null",
"1600000US4854708","Palestine city, Texas","18532","null","30","null",
"1600000US4854726","Palisades village, Texas","352","null","167","null",
"1600000US4854744","Palmer town, Texas","2496","null","554","null",
"1600000US4854748","Palmer CDP, Texas","1515","null","776","null",
"1600000US4854780","Palmhurst city, Texas","2614","null","29","null",
"1600000US4854798","Palm Valley city, Texas","1644","null","461","null",
"1600000US4854804","Palmview city, Texas","14654","null","31","null",
"1600000US4854810","Palmview South CDP, Texas","2486","null","1025","null",
"1600000US4854846","Palo Blanco CDP, Texas","45","null","77","null",
"1600000US4854868","Paloma Creek CDP, Texas","3347","null","1190","null",
"1600000US4854872","Paloma Creek South CDP, Texas","7896","null","1510","null",
"1600000US4854876","Palo Pinto CDP, Texas","173","null","112","null",
"1600000US4854912","Pampa city, Texas","16817","null","33","null",
"1600000US4854960","Panhandle town, Texas","2686","null","311","null",
"1600000US4855008","Panorama Village city, Texas","2488","null","26","null",
"1600000US4855020","Pantego town, Texas","2543","null","22","null",
"1600000US4855056","Paradise city, Texas","494","null","144","null",
"1600000US4855080","Paris city, Texas","24447","null","59","null",
"1600000US4855152","Parker city, Texas","5352","null","20","null",
"1600000US4856000","Pasadena city, Texas","151964","null","55","null",
"1600000US4856108","Pattison city, Texas","586","null","252","null",
"1600000US4856156","Patton Village city, Texas","1328","null","416","null",
"1600000US4856252","Pawnee CDP, Texas","85","null","79","null",
"1600000US4856276","Payne Springs town, Texas","602","null","174","null",
"1600000US4856348","Pearland city, Texas","122609","null","79","null",
"1600000US4856384","Pearsall city, Texas","7888","null","16","null",
"1600000US4856462","Pecan Acres CDP, Texas","4250","null","637","null",
"1600000US4856468","Pecan Gap city, Texas","216","null","101","null",
"1600000US4856482","Pecan Grove CDP, Texas","19944","null","2045","null",
"1600000US4856485","Pecan Hill city, Texas","622","null","130","null",
"1600000US4856498","Pecan Plantation CDP, Texas","6607","null","671","null",
"1600000US4856516","Pecos city, Texas","12467","null","471","null",
"1600000US4856640","Pelican Bay city, Texas","1833","null","531","null",
"1600000US4856644","Pena CDP, Texas","87","null","133","null",
"1600000US4856660","Pendleton CDP, Texas","791","null","343","null",
"1600000US4856672","Penelope town, Texas","183","null","62","null",
"1600000US4856696","Penitas city, Texas","6206","null","16","null",
"1600000US4856804","Perezville CDP, Texas","2577","null","690","null",
"1600000US4856864","Perrin CDP, Texas","54","null","55","null",
"1600000US4856912","Perryton city, Texas","8815","null","303","null",
"1600000US4856996","Petersburg city, Texas","863","null","195","null",
"1600000US4857044","Petrolia city, Texas","380","null","95","null",
"1600000US4857056","Petronila city, Texas","78","null","50","null",
"1600000US4857116","Pettus CDP, Texas","640","null","271","null",
"1600000US4857128","Petty CDP, Texas","160","null","88","null",
"1600000US4857176","Pflugerville city, Texas","64007","null","64","null",
"1600000US4857200","Pharr city, Texas","78997","null","43","null",
"1600000US4857476","Pilot Point city, Texas","4393","null","18","null",
"1600000US4857494","Pinebrook CDP, Texas","63","null","66","null",
"1600000US4857524","Pine Forest city, Texas","385","null","158","null",
"1600000US4857566","Pine Harbor CDP, Texas","809","null","370","null",
"1600000US4857596","Pinehurst CDP, Texas","4727","null","1198","null",
"1600000US4857608","Pinehurst city, Texas","2333","null","425","null",
"1600000US4857615","Pine Island town, Texas","1684","null","637","null",
"1600000US4857644","Pineland city, Texas","1120","null","256","null",
"1600000US4857752","Pinewood Estates CDP, Texas","1407","null","406","null",
"1600000US4857800","Piney Point Village city, Texas","3144","null","29","null",
"1600000US4857908","Pittsburg city, Texas","4351","null","33","null",
"1600000US4857932","Placedo CDP, Texas","443","null","250","null",
"1600000US4857968","Plains town, Texas","1181","null","254","null",
